,Title,Date,URL
430,Co-op Group accused of endangering political party,2014-02-17T20:54:01Z,https://www.theguardian.com/business/2014/feb/17/coop-group-survey-politics
431,Dixons hits back at internet rival AO.com,2014-02-17T20:11:58Z,https://www.theguardian.com/business/2014/feb/17/dixons-hits-back-ao
432,FTSE 100 hits 14-year closing high after flurry of takeover action,2014-02-24T22:51:00Z,https://www.theguardian.com/business/2014/feb/24/ftse-100-14-year-closing-high
433,Mothercare chief executive quits,2014-02-24T22:47:00Z,https://www.theguardian.com/business/2014/feb/24/mothercare-chief-executive-quits-simon-calver
434,Thorntons reports 47% rise in half-year profits to £7.2m,2014-03-03T20:54:54Z,https://www.theguardian.com/business/2014/mar/03/thorntons-report-profits-rise
435,Why rich lists can't agree,2014-03-03T20:06:15Z,https://www.theguardian.com/business/2014/mar/03/why-rich-lists-disagree
436,More Co-op executives may get pay top-ups when committee meets,2014-03-10T23:10:37Z,https://www.theguardian.com/business/2014/mar/10/cooperative-group-pay-committee-payments-board
437,Chiquita and Fyffes hope to become top banana in global market,2014-03-10T20:21:10Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/mar/10/chiquita-fyffes-merger-banana-global-market
438,GM recall of 1.5m vehicles over airbags is latest in series set to cost $300m,2014-03-17T19:27:14Z,https://www.theguardian.com/business/2014/mar/17/gm-recall-airbags-ignition-switch
439,Vodafone's purchase of Ono fuels talk that big UK acquisition might be next,2014-03-17T19:16:58Z,https://www.theguardian.com/business/2014/mar/17/vodafone-purchase-spain-ono-uk-acquisition-next
440,Big six energy companies get retaliation in before inquiry announced,2014-03-24T22:10:22Z,https://www.theguardian.com/business/2014/mar/24/big-six-energy-companies-competition-inquiry
441,Five former Bernie Madoff aides found guilty of concealing Ponzi scheme,2014-03-24T20:37:38Z,https://www.theguardian.com/business/2014/mar/24/bernie-madoff-five-former-aides-guilty
442,FCA's announcement of pension inquiry 'not its finest hour',2014-03-31T23:47:27Z,https://www.theguardian.com/business/2014/apr/01/fca-pension-inquiry-not-finest-hour
443,Executive bonuses fall for third year,2014-03-31T23:02:01Z,https://www.theguardian.com/business/2014/apr/01/executive-bonuses-fall-again
444,"Increase taxes to balance the budget, the revenue well is not dry",2014-04-07T23:35:07Z,https://www.theguardian.com/business/grogonomics/2014/apr/08/increase-taxes-to-balance-the-budget-the-revenue-well-is-not-dry
445,George Osborne announces export credit scheme,2014-04-07T23:05:00Z,https://www.theguardian.com/business/2014/apr/08/george-osborne-export-credit-scheme
446,Retailers blame late Easter for disastrous March,2014-04-14T23:01:04Z,https://www.theguardian.com/business/2014/apr/15/late-easter-blamed-for-difficult-march-for-retailers
447,French Connection's strong sales spark share spike,2014-04-14T22:57:10Z,https://www.theguardian.com/business/2014/apr/14/french-connection-sales-drive-share-price-increase
448,Downing Street double act hail infrastructure jobs boost,2014-04-21T23:01:00Z,https://www.theguardian.com/business/2014/apr/22/david-cameron-george-osborne-infrastructure
449,Ma faces test of Alibaba's magic with listing on stock exchange,2014-04-21T18:49:25Z,https://www.theguardian.com/technology/2014/apr/21/alibaba-group-faces-nyse-listing
450,Australia’s already progressive tax system doesn’t need further tightening,2014-04-28T22:29:07Z,https://www.theguardian.com/business/grogonomics/2014/apr/29/australias-already-progressive-tax-system-doesnt-need-further-tightening
451,Pfizer AstraZeneca takeover attempt prompts job warning from Vince Cable,2014-04-28T21:58:00Z,https://www.theguardian.com/business/2014/apr/28/pfizer-astrazeneca-takeover-job-warning-vince-cable
452,"UK energy too cheap, says study",2014-05-05T23:01:01Z,https://www.theguardian.com/business/2014/may/06/uk-energy-too-cheap-newcastle-university
453,Pfizer's AstraZeneca bid under scrutiny by MPs amid fears over industry future,2014-05-05T19:53:29Z,https://www.theguardian.com/business/2014/may/05/pfizer-astrazeneca-mps-investigation-science-industry
454,"Annual retail sales growth slows, despite boost from Easter period",2014-05-12T23:02:03Z,https://www.theguardian.com/business/2014/may/13/retail-sales-growth-slows-despite-easter-shopping
455,Pfizer bid for AstraZeneca: Britain takes a leaf out of France's takeover book,2014-05-12T20:13:14Z,https://www.theguardian.com/business/2014/may/12/pfizer-bid-astrazeneca-britain-france-foreign-takeover
456,Pfizer pulls out of fight for AstraZeneca,2014-05-19T21:12:05Z,https://www.theguardian.com/business/2014/may/19/pfizer-pulls-out-battle-pharmaceutical-takeover-astrazeneca
457,Pfizer failed in its takeover bid for AstraZeneca because of overconfidence,2014-05-19T20:41:51Z,https://www.theguardian.com/business/2014/may/19/pfizer-failed-takeover-bid-astrazeneca
458,Economic divide: London's growth set to outpace the rest of the country,2014-05-26T23:05:01Z,https://www.theguardian.com/business/2014/may/27/london-economic-growth-to-outstrip-all-other-uk-regions
459,Where next for the heads of Pfizer and AstraZeneca?,2014-05-26T21:47:09Z,https://www.theguardian.com/business/2014/may/26/where-next-for-bosses-of-pfizer-and-astrazeneca
460,Chinese shoppers' spend could double to £3.5tn in four years,2014-06-02T23:02:00Z,https://www.theguardian.com/business/2014/jun/03/chinese-shoppers-spend-double-four-years-clothing-western-retailers
461,Tougher oversight of foreign exchange market expected to be unveiled,2014-06-02T22:10:00Z,https://www.theguardian.com/business/2014/jun/02/tougher-oversight-foreign-exchange-market-osborne-libor
462,'Race to the bottom' hits food sales figures amid supermarket price wars,2014-06-09T23:01:00Z,https://www.theguardian.com/business/2014/jun/10/uk-supermarket-price-wars-hits-food-sales-figures
463,Tesco's current account: only time will tell,2014-06-09T23:00:01Z,https://www.theguardian.com/business/blog/2014/jun/10/tesco-current-account-time-tell
464,Davies-style review urged into barriers to ethnic minorities in boardrooms,2014-06-16T23:01:02Z,https://www.theguardian.com/business/2014/jun/17/women-in-the-boardroom-gender
465,Share price blunder over MySale triggers listings day selloff,2014-06-16T20:38:16Z,https://www.theguardian.com/business/2014/jun/16/share-price-blinder-mysale-triggers-selloff
466,Argentina's government hits back at vulture funds after US ruling,2014-06-23T23:01:03Z,https://www.theguardian.com/business/2014/jun/24/argentina-hits-back-vultur-funds-newspaper-advert
467,Supermarkets agree time limit on forensic audits of suppliers' accounts,2014-06-23T19:01:26Z,https://www.theguardian.com/business/2014/jun/23/supermarkets-grocers-time-limit-gca-audits-suppliers
468,BNP Paribas pleads guilty to criminal charges in sanctions case,2014-06-30T21:38:28Z,https://www.theguardian.com/business/2014/jun/30/bnp-paribas-pleads-guilty-criminal-charges-sanctions
469,The Co-operative Group looks towards radical ideas on path to redemption,2014-06-30T19:56:28Z,https://www.theguardian.com/business/2014/jun/30/the-co-operative-group-radical-ideas-for-redemption
470,Post Office launches mobile phone network through EE,2014-07-07T23:01:02Z,https://www.theguardian.com/business/2014/jul/08/post-office-launches-uk-mobile-phone-network
471,Skills shortage and housing bubble have arrived very early in the economic cycle,2014-07-07T23:01:00Z,https://www.theguardian.com/business/blog/2014/jul/08/skills-shortage-housing-bubble
472,AbbVie's raised proposal for Shire gets board backing,2014-07-14T23:55:00Z,https://www.theguardian.com/business/2014/jul/14/shire-board-backs-abbvie-offer
473,"Young adults 'bearing brunt of recession', says leading thinktank",2014-07-14T23:54:06Z,https://www.theguardian.com/business/2014/jul/15/young-adults-bearing-brunt-of-recession
474,"Barclays and Deutsche Bank used 'dubious' means to bypass tax rules, report finds",2014-07-21T21:00:05Z,https://www.theguardian.com/business/2014/jul/21/barclays-deutsche-bank-tax-rules-report
475,Carlos Slim may be right to call for three-day working week,2014-07-21T20:18:26Z,https://www.theguardian.com/business/blog/2014/jul/21/carlos-slim-three-day-working-week-good-idea
476,Bank of England governor blasts 'unlawful' Lloyds over bailout funding,2014-07-28T20:20:00Z,https://www.theguardian.com/business/2014/jul/28/bank-of-england-lloyds-bailout-funding
477,Lloyds condemned after rigging cost of Bank of England rescue scheme - as it happened,2014-07-28T19:16:11Z,https://www.theguardian.com/business/live/2014/jul/28/japan-nikkei-six-month-high-pharmaceuticals-gsk
478,Hewlett-Packard accuses Autonomy founder of fraud as row escalates,2014-08-04T21:06:35Z,https://www.theguardian.com/business/2014/aug/04/hewlett-packard-accuses-autonomy-founder-of-fraud
479,HSBC chairman warns against banking reforms,2014-08-04T17:36:00Z,https://www.theguardian.com/business/2014/aug/04/hsbc-chairman-warns-against-ringfence-banks
480,Royal Mail launches prime minister stamp set featuring Margaret Thatcher,2014-08-11T23:05:00Z,https://www.theguardian.com/uk-news/2014/aug/12/margaret-thatcher-prime-ministers-stamps-royal-mail
481,"UK is now the self-employment capital of western Europe, says IPPR report",2014-08-11T23:01:02Z,https://www.theguardian.com/business/2014/aug/12/uk-self-employment-capital-western-europe-ippr-recovery
482,Gender pay gap: female bosses earn 35% less than male colleagues,2014-08-18T23:01:00Z,https://www.theguardian.com/business/2014/aug/19/gender-pay-gap-women-bosses-earn-35-percent-less-than-men
483,David Cameron rebuked over jobs claim,2014-08-18T18:53:52Z,https://www.theguardian.com/politics/2014/aug/18/david-cameron-rebuked-jobs-claim
484,"Service sector growth cools, pointing to overall slowdown",2014-08-25T23:01:02Z,https://www.theguardian.com/business/2014/aug/26/service-sector-growth-cools-slowdown
485,Olive oil prices set to rise sharply after Andalusia drought,2014-08-25T15:43:44Z,https://www.theguardian.com/business/2014/aug/25/olive-oil-prices-rise-andalusia-spain-drought-poor-harvest
486,Fast food workers plan biggest US strike to date over minimum wage,2014-09-01T23:31:05Z,https://www.theguardian.com/business/2014/sep/01/fast-food-strike-minimum-wage-workers-protest
487,Tesco's new boss promises to bring fresh perspective,2014-09-01T18:32:55Z,https://www.theguardian.com/business/2014/sep/01/tescos-new-boss-dave-lewis-shares
488,"Retailers enjoy sales bounceback, with figures up 1.3% on last year",2014-09-08T23:24:42Z,https://www.theguardian.com/business/2014/sep/09/sales-bounceback-august-retail-growth-food-sales-fall
489,"Optimism among small manufacturers could deliver 10,000s of jobs",2014-09-08T23:01:00Z,https://www.theguardian.com/business/2014/sep/09/uk-small-manufacturers-confident-and-creating-jobs
490,Firms told to talk to shareholders about executive pay to avoid further revolts,2014-09-15T23:53:00Z,https://www.theguardian.com/business/2014/sep/16/firms-shareholders-executive-pay-revolts-pension-funds
491,Phones 4u founder hits out over retailer's collapse,2014-09-15T19:55:30Z,https://www.theguardian.com/business/2014/sep/15/phones-4u-founder-john-caudwell-retailer-collapse
492,Barclays hit by new £38m fine over client assets,2014-09-22T23:41:55Z,https://www.theguardian.com/business/2014/sep/23/barclays-fine-38m-failing-separate-client-assets
493,I can’t feel sad about the end of mining | @guardianletters,2014-09-22T19:08:08Z,https://www.theguardian.com/business/2014/sep/22/cant-feel-sad-end-mining
494,Jobs report shows UK firms turning to EU graduates,2014-09-29T23:01:11Z,https://www.theguardian.com/business/2014/sep/30/uk-firms-turn-to-eu-graduates-cipd
495,George Osborne’s ‘Google tax’: chancellor’s bite may match his bark,2014-09-29T18:56:55Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/sep/29/george-osborne-google-tax-chancellor
496,Rio Tinto looks out of Glencore’s reach,2014-10-06T19:12:48Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/oct/06/rio-tinto-glencore-mining-merger
497,Labour MPs to demand greater pensions scrutiny,2014-10-06T18:17:16Z,https://www.theguardian.com/business/2014/oct/06/labour-mps-pensions-savers-retirement-funds
498,Biggest fall in UK shopping since 2008,2014-10-13T23:03:10Z,https://www.theguardian.com/business/2014/oct/14/shopping-levels-fall-british-retail-consortium
499,"Ecotricity windfarm project hopes to power more than 50,000 homes a year",2014-10-13T23:01:10Z,https://www.theguardian.com/business/2014/oct/14/ecotricity-skanska-windfarm-skylark-project
500,Bank of England apologises and orders inquiry into payment system crash  – as it happened,2014-10-20T20:52:15Z,https://www.theguardian.com/business/live/2014/oct/20/stock-markets-recover-japan-nikkei-ftse-business-live
501,Barclays chairman questions impact of large bank fines on public confidence,2014-10-20T18:53:14Z,https://www.theguardian.com/business/2014/oct/20/barclays-chair-questions-value-of-large-bank-fines
502,Tesco boss Dave Lewis gets £4m golden hello from crisis-hit supermarket,2014-10-27T19:37:20Z,https://www.theguardian.com/business/2014/oct/27/tesco-chief-executive-dave-lewis-golden-hello-four-million-pounds
503,Alex Salmond welcomes Flybe flights between London City and Scotland,2014-10-27T17:19:38Z,https://www.theguardian.com/business/2014/oct/27/alex-salmond-welcomes-flybe-flights-london-city-scotland
504,The spectre over HSBC,2014-11-03T23:04:48Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/nov/03/nils-pratley-business-hsbc-standard-chartered-ryanair
505,Jaffa Cakes and McVitie’s maker sold to Turkish food group in £2bn deal,2014-11-03T20:40:57Z,https://www.theguardian.com/business/2014/nov/03/united-biscuits-jaffa-cakes-mcvities-yildiz-two-billion-deal
506,The new broom sweeping up Serco’s barnacles,2014-11-10T23:17:10Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/nov/10/serco-rupert-soames-mark-carney-banks-quindell
507,European banks accused of facilitating Iran-backed attacks on US troops in Iraq,2014-11-10T22:07:33Z,https://www.theguardian.com/business/2014/nov/10/european-banks-accused-facilitating-iran-backed-attacks-us-troops-iraq
508,"Halliburton takeover of Baker Hughes will be 'tough', experts predict",2014-11-17T22:33:30Z,https://www.theguardian.com/business/2014/nov/17/halliburton-baker-hughes-tough-experts-predict
509,Can LeBron James bring $500m to Cleveland if Michael Jordan couldn't make a dent in Chicago's economy?,2014-11-17T22:14:42Z,https://www.theguardian.com/business/2014/nov/17/lebron-james-economic-impact-cleveland-we-expect-too-much
510,Russia hit hardest by plunging oil prices as producers brace for cut in profits,2014-11-24T21:20:54Z,https://www.theguardian.com/business/2014/nov/24/oil-plunging-prices-russia-economy-hit-hard-opec
511,Victoria's poor economic results: is it too late for Denis Napthine?,2014-11-24T20:18:22Z,https://www.theguardian.com/business/grogonomics/2014/nov/25/victorias-poor-economic-results-is-it-too-late-for-denis-napthine
512,Helge Lund’s golden hello has lost some of its sparkle. Rightly so,2014-12-01T23:57:00Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/dec/01/helge-lund-bg-group-golden-hello
513,Co-operative Bank likely to fail Threadneedle Street’s stress tests,2014-12-01T23:29:27Z,https://www.theguardian.com/business/2014/dec/01/co-operative-bank-niall-booker-loss-76m-pounds-fail-financial-strength
514,Time for the EU to tackle Luxembourg over tax,2014-12-08T23:29:51Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/dec/08/nils-pratley-on-finance-luxembourg
515,"Greece gets bailout extension, and brings forward presidential poll",2014-12-08T21:34:11Z,https://www.theguardian.com/business/live/2014/dec/08/japans-recession-deeper-german-industrial-output-live
516,Sir Philip Green and Mike Ashley lose millions after MySale profit warning,2014-12-15T21:03:13Z,https://www.theguardian.com/business/2014/dec/15/sir-philip-green-mike-ashley-lose-millions-mysale-fashion-profit-warning
517,Pitfalls of tax rules and contracts | Letters: Ted Watson and others,2014-12-15T21:00:11Z,https://www.theguardian.com/business/2014/dec/15/pitfalls-of-tax-rules-and-contracts
518,Supermarkets to square off amid festive fervour of year’s biggest trading day,2014-12-22T20:48:00Z,https://www.theguardian.com/business/2014/dec/22/supermarket-wars-christmas-retail-rush-busiest-day
519,The City regulator who imposed £1.4bn in fines on errant banks,2014-12-22T18:07:31Z,https://www.theguardian.com/business/2014/dec/22/city-regulator-who-fined-banks-tracey-mcdermott
520,Fraudulent returns of stolen 'presents' cost US retailers $3.5bn,2014-12-29T19:58:39Z,https://www.theguardian.com/business/us-money-blog/2014/dec/29/holiday-gifts-return-fraud-cost-us-retailers-billions
521,FTSE 100: a world of changes 15 years after the peak,2014-12-29T19:29:26Z,https://www.theguardian.com/business/nils-pratley-on-finance/2014/dec/29/ftse-100-world-of-changes-15-years-after-peak
522,Euro sinks to nine-year low against dollar,2015-01-05T19:09:37Z,https://www.theguardian.com/business/2015/jan/05/euro-sinks-nine-year-low-against-dollar
523,Poundstretcher buoyed by ‘most successful Christmas ever’,2015-01-05T19:08:20Z,https://www.theguardian.com/business/2015/jan/05/poundstretcher-christmas-trade
524,Mortgage rates at record lows as price war takes off,2015-01-12T21:58:19Z,https://www.theguardian.com/business/2015/jan/12/mortgage-rates-record-lows-lenders-inflation-interest
525,Why don’t corporate governance codes apply to Quindell’s directors?,2015-01-12T21:26:47Z,https://www.theguardian.com/business/nils-pratley-on-finance/2015/jan/12/quindell-directors-share-options
526,"Centrica’s cut British Gas prices – will the dividend be next?
",2015-01-19T23:47:41Z,https://www.theguardian.com/business/nils-pratley-on-finance/2015/jan/19/centrica-british-gas-dividend
527,"Global unemployment to rise to 212 million, says ILO",2015-01-19T23:01:05Z,https://www.theguardian.com/business/2015/jan/19/global-unemployment-rising-ilo-social-unrest
528,Russia downgraded to junk status for first time in decade,2015-01-26T23:14:00Z,https://www.theguardian.com/business/2015/jan/26/russia-downgraded-junk-status-decade-credit-rating
529,"Vaccine price cut pledge not enough, critics tell Pfizer",2015-01-26T21:00:15Z,https://www.theguardian.com/business/2015/jan/26/vaccine-price-cut-pledge-pfizer
530,Greece debt standoff: George Osborne urges Athens and Brussels to strike deal,2015-02-02T23:53:00Z,https://www.theguardian.com/politics/2015/feb/02/greece-debt-standoff-george-osborne-urges-athens-brussels-deal
531,Struggling Co-op Group targets Asda saviour Allan Leighton for chairman,2015-02-02T21:44:12Z,https://www.theguardian.com/business/2015/feb/02/struggling-co-op-group-targets-asada-saviour-leighton-for-chairman
532,HSBC files: HMRC had data on misconduct before bank boss made trade minister,2015-02-09T20:54:17Z,https://www.theguardian.com/business/2015/feb/09/hsbc-files-hmrc-data-misconduct-stephen-green-trade-minister
533,Greece planning to ask Eurogroup for longer bridge programme - live updates,2015-02-09T19:01:58Z,https://www.theguardian.com/business/live/2015/feb/09/greek-bailout-crisis-tsipras-bridging-loan-live-updatges
534,Greek bailout: Crisis escalates as eurogroup talks break up - as it happened,2015-02-16T23:01:26Z,https://www.theguardian.com/business/live/2015/feb/16/greek-bailout-eurozone-ministers-hold-crunch-talks-live-updates
535,"Actually, Lord Fink, we don’t all avoid tax | Letters",2015-02-16T20:08:45Z,https://www.theguardian.com/business/2015/feb/16/actually-lord-fink-we-dont-all-avoid-tax
536,Opec prepares to call emergency meeting over oil price slump,2015-02-23T20:14:15Z,https://www.theguardian.com/business/2015/feb/23/opec-prepares-to-call-emergency-meeting-over-oil-price-slump
537,HSBC scandal: George Osborne signals new tax evasion measures,2015-02-23T20:04:48Z,https://www.theguardian.com/politics/2015/feb/23/hsbc-scandal-george-osborne-tax-measures
538,Medium-sized UK firms add more to economy than German peers – report,2015-03-02T21:15:16Z,https://www.theguardian.com/business/2015/mar/02/medium-sized-uk-firms-add-more-economy-than-german-peers-report
539,Wells Fargo caps subprime car loans to 'responsibly' manage risk,2015-03-02T21:00:48Z,https://www.theguardian.com/business/2015/mar/02/wells-fargo-caps-subprime-car-loans
540,HSBC chief admits his tax affairs 'further  damaged bank's reputation',2015-03-09T22:01:45Z,https://www.theguardian.com/business/2015/mar/09/hsbc-stuart-gulliver-tax-affairs-damage-reputation-mps
541,HSBC: Tory MPs accused of blocking watchdog's bid to question Green,2015-03-09T21:18:11Z,https://www.theguardian.com/business/2015/mar/09/hsbc-tory-mps-accused-of-blocking-watchdogs-bid-to-question-green
542,Morrisons' new chief executive promises 'goal will be to listen',2015-03-16T20:17:43Z,https://www.theguardian.com/business/2015/mar/16/morrisons-supermarket-new-chief-executive-promises-to-listen
543,WPP still leaping over pay norms,2015-03-16T20:08:14Z,https://www.theguardian.com/business/blog/2015/mar/16/wpp-still-leaping-over-pay-norms
544,"Austerity policies a disaster for majority | Letters: Russell Brand, Mark Rylance, Len McCluskey, Mazine Peake, Peter Hain MP and others",2015-03-23T20:18:23Z,https://www.theguardian.com/business/2015/mar/23/austerity-policies-disaster-majority
545,Alexis Tsipras and Angela Merkel hold press conference after debt talks - as it happened,2015-03-23T19:34:31Z,https://www.theguardian.com/business/live/2015/mar/23/alexis-tsipras-angela-merkel-talks-debt-fears-live-updates
546,Mortgage demand surges as optimism about UK economy reaches 13-year high,2015-03-30T23:05:01Z,https://www.theguardian.com/business/2015/mar/31/demand-mortgages-surges-optimism-economy-13-year-high
547,Greek PM Tsipras vows to win 'honest compromise' in bailout talks - as it happened,2015-03-30T22:07:59Z,https://www.theguardian.com/business/live/2015/mar/30/eurozone-greece-battles-to-unlock-bailout-funds-business-live
548,CBI says soaring pound has battered UK export drive,2015-04-06T23:01:04Z,https://www.theguardian.com/business/2015/apr/07/cbi-soaring-pound-battered-uk-export-drive
549,Another interest rate cut will fuel a housing bubble in danger of bursting,2015-04-06T00:03:56Z,https://www.theguardian.com/business/grogonomics/2015/apr/06/steady-on-with-cutting-interest-rates-it-will-fuel-a-housing-bubble-on-the-edge-of-bursting
550,Retailers enjoy Easter bounce,2015-04-13T23:01:00Z,https://www.theguardian.com/business/2015/apr/14/retailers-enjoy-easter-bounce
551,Post-election policy shakeup seen as biggest threat to business by bosses,2015-04-13T23:01:00Z,https://www.theguardian.com/business/2015/apr/14/post-election-policy-shakeup-seen-as-biggest-threat-to-business
552,"UK supermarkets dupe shoppers out of hundreds of millions, says Which?",2015-04-20T23:05:08Z,https://www.theguardian.com/business/2015/apr/21/uk-supermarkets-dupe-shoppers-out-of-hundreds-of-millions-says-which
553,Retailer that matches surplus food with those who need it wins Queen's award,2015-04-20T23:02:08Z,https://www.theguardian.com/business/2015/apr/21/retailer-that-matches-surplus-food-with-those-who-need-it-wins-queens-award
554,Beyond the GDP headlines: five reasons the UK economy is flagging,2015-04-27T19:58:41Z,https://www.theguardian.com/business/economics-blog/2015/apr/27/beyond-gdp-headlines-uk-economy
555,Sacked Morrisons boss receives £1.1m on top of £2.1m pay,2015-04-27T19:12:54Z,https://www.theguardian.com/business/2015/apr/27/sacked-morrisons-boss-dalton-philips-2m-salary-1m-payoff
556,Adani rejects claims giant Carmichael coalmine in Queensland is unviable,2015-05-04T23:40:39Z,https://www.theguardian.com/business/2015/may/05/adani-rejects-report-giant-carmichael-coalmine-in-queensland-is-unviable
557,Heatwaves' impact on workplaces costing Australia $7.92bn a year,2015-05-04T20:11:55Z,https://www.theguardian.com/business/2015/may/05/heatwaves-impact-on-workplaces-costing-australia-792bn-a-year
558,Retailers suffer post-Easter sales slowdown,2015-05-11T23:01:04Z,https://www.theguardian.com/business/2015/may/12/retailers-suffer-post-easter-sales-slowdown
559,Garrett-Cox calls on government to help new mothers return to work,2015-05-11T23:01:04Z,https://www.theguardian.com/business/2015/may/12/garrett-cox-help-mothers-return-work-veuve-clicquot-award
560,"Most of the world's workers have insecure jobs, ILO report reveals",2015-05-18T23:01:03Z,https://www.theguardian.com/business/2015/may/19/most-of-the-worlds-workers-have-insecure-jobs-ilo-report-reveals
561,Tories vow to slash 'burdensome' red tape for business by £10bn,2015-05-18T23:01:03Z,https://www.theguardian.com/business/2015/may/18/conservative-party-cut-red-tape-business-sajid-javid
562,Number of £2m-plus homes for sale more than doubles since election,2015-05-25T23:01:05Z,https://www.theguardian.com/business/2015/may/25/number-of-2m-plus-homes-for-sale-more-than-doubles-since-election-tory-victory-mansion-tax
563,Greek PM convenes emergency meeting of his bailout negotiation team,2015-05-25T17:33:42Z,https://www.theguardian.com/business/2015/may/25/greek-pm-emergency-meeting-bailout-negotiation-team-tsipras-imf
564,Greece's creditors urge more intensity after mini-summit - live updates,2015-06-01T23:25:27Z,https://www.theguardian.com/business/live/2015/jun/01/greece-crunch-month-bailout-creditors-manufacturing-pmi-live
565,"UK financial system needs urgent overhaul, says thinktank",2015-06-01T23:01:01Z,https://www.theguardian.com/business/2015/jun/02/uk-financial-system-banking-reform-crisis-g7
566,Chilly May weather dampens UK retail sales,2015-06-08T23:01:09Z,https://www.theguardian.com/business/2015/jun/09/chilly-may-weather-dampens-uk-retail-sales
567,Varoufakis says Greece needs deal quickly; Obama urges action - as it happened,2015-06-08T20:56:48Z,https://www.theguardian.com/business/live/2015/jun/08/greek-germany-finance-ministers-debt-talks-g7-live
568,"Gap, the original normcore retailer, to close 175 stores",2015-06-15T23:33:41Z,https://www.theguardian.com/business/2015/jun/15/gap-closing-175-stores-normcore
569,IoD index to put spotlight on worst corporate governance,2015-06-15T23:01:02Z,https://www.theguardian.com/business/2015/jun/16/iod-index-corporate-governance
570,Greece agreement does not guarantee a good deal – or permanent salvation,2015-06-22T23:28:47Z,https://www.theguardian.com/business/nils-pratley-on-finance/2015/jun/23/greece-agreement-does-not-guarantee-a-good-deal-or-permanent-salvation
571,"Surreal estate: Kensington & Chelsea properties soar to £11,635 a sq metre",2015-06-22T23:01:03Z,https://www.theguardian.com/business/2015/jun/23/surreal-estate-kensington-chelsea-properties-soar-to-11635-a-sq-metre
572,Consumers more buoyant 'than at any time since early noughties',2015-06-29T23:26:14Z,https://www.theguardian.com/business/2015/jun/30/consumers-more-buoyant-than-at-any-time-since-early-noughties
573,Greek debt crisis: protests as EC urges yes vote in referendum – as it happened,2015-06-29T23:06:43Z,https://www.theguardian.com/business/live/2015/jun/29/greek-crisis-stock-markets-slide-capital-controls-banks-closed-live
574,Eurozone struggles to find joint response to Greek referendum,2015-07-06T19:10:02Z,https://www.theguardian.com/business/2015/jul/06/eurozone-struggles-joint-response-greek-referendum
575,Athens has reinvented our vision of democracy | Letters,2015-07-06T19:02:52Z,https://www.theguardian.com/business/2015/jul/06/athens-has-reinvented-our-vision-of-democracy
576,"Greek crisis: Tsipras faces fight over bailout, and misses another IMF bill - as it happened",2015-07-13T22:52:56Z,https://www.theguardian.com/business/live/2015/jul/13/greek-crisis-tsipras-battle-bailout-deal-backlash-live
577,"US big businesses to hire 100,000 young people under Starbucks CEO plan",2015-07-13T20:50:55Z,https://www.theguardian.com/business/2015/jul/13/starbucks-plan-business-hire-young-unemployed
578,Barclays more scrutinised than any other UK high street bank,2015-07-20T19:00:15Z,https://www.theguardian.com/business/2015/jul/20/barclays-fca-more-scrutiny-any-other-uk-bank
579,IMF appoints new chief economist,2015-07-20T18:48:33Z,https://www.theguardian.com/business/2015/jul/20/imf-appoints-new-chief-economist-maurice-obstfeld
580,"Post-crisis job stability blocking career paths of young people, study suggests",2015-07-27T23:01:09Z,https://www.theguardian.com/business/economics-blog/2015/jul/28/post-crisis-job-security-uk-young-career-paths-blocked
581,"Construction-sector recovery at risk from skills shortage, say building firms",2015-07-27T18:45:44Z,https://www.theguardian.com/business/2015/jul/27/construction-sector-recovery-at-risk-from-skills-shortage-say-building-firms
582,Serious Fraud Office to investigate firm’s Somali oil contract bid,2015-08-03T20:39:14Z,https://www.theguardian.com/business/2015/aug/03/british-oil-company-somalia-deal
583,German car giants pay £2bn for Nokia's Here mapping service,2015-08-03T20:02:10Z,https://www.theguardian.com/business/2015/aug/03/german-car-giants-pay-2bn-for-nokias-here-mapping-service
584,"Indonesia increases number of cattle import permits, say reports",2015-08-10T23:54:37Z,https://www.theguardian.com/business/2015/aug/11/indonesia-increases-number-of-cattle-import-permits-say-reports
585,Supermarket food sales fall despite consumers' rising spending power,2015-08-10T23:01:13Z,https://www.theguardian.com/business/2015/aug/11/supermarket-food-sales-fall-uk-july-bad-weather-luxury-goods
586,Petco looks to harness millennials' pet obsession in third IPO attempt,2015-08-17T22:11:10Z,https://www.theguardian.com/business/2015/aug/17/petco-ipo-millenials-love-pets
587,Trouble at the mill threatens Jeff Bezos and Amazon's reputation,2015-08-17T19:17:38Z,https://www.theguardian.com/business/blog/2015/aug/17/jeff-bezos-amazon-reputation-trouble-mill
588,Oliver Bonas becomes first UK high street chain to pay living wage,2015-08-31T23:01:14Z,https://www.theguardian.com/business/2015/sep/01/oliver-bonas-living-wage-fair-pay-high-street
589,12  apps to get your startup off the ground,2015-08-31T21:56:18Z,https://www.theguardian.com/business/2015/aug/31/squarespace-product-hunt-asana-mint-zoho-shoeboxed-periscope-slack
